image_name,original_resolution,upscaled_resolution,lpips_score,status,model_used,scale_used
256__image_0066.jpg,256x256,512x512,0.111887,flagged,RealESRGAN_x4plus,2
256__image_0067.jpg,256x256,512x512,0.031961,flagged,RealESRGAN_x4plus,2
256__image_0068.jpg,256x256,512x512,0.041677,flagged,RealESRGAN_x4plus,2
256__image_0069.jpg,256x256,512x512,0.130096,flagged,RealESRGAN_x4plus,2
256__image_0070.jpg,256x256,512x512,0.076140,flagged,RealESRGAN_x4plus,2
512__image_0001.jpg,866x1300,866x1300,,kept,none,1
512__image_0002.jpg,865x1300,865x1300,,kept,none,1
512__image_0003.jpg,979x1300,979x1300,,kept,none,1
512__image_0004.jpg,867x1300,867x1300,,kept,none,1
512__image_0005.jpg,867x1300,867x1300,,kept,none,1
512__image_0006.jpg,867x1300,867x1300,,kept,none,1
512__image_0007.jpg,867x1300,867x1300,,kept,none,1
512__image_0008.jpg,867x1300,867x1300,,kept,none,1
512__image_0010.jpg,867x1300,867x1300,,kept,none,1
512__image_0011.jpg,867x1300,867x1300,,kept,none,1
512__image_0012.jpg,867x1300,867x1300,,kept,none,1
512__image_0015.jpg,867x1300,867x1300,,kept,none,1
512__image_0016.jpg,867x1300,867x1300,,kept,none,1
512__image_0017.jpg,866x1300,866x1300,,kept,none,1
512__image_0018.jpg,867x1300,867x1300,,kept,none,1
512__image_0019.jpg,867x1300,867x1300,,kept,none,1
512__image_0020.jpg,867x1300,867x1300,,kept,none,1
512__image_0021.jpg,975x1300,975x1300,,kept,none,1
512__image_0023.jpg,867x1300,867x1300,,kept,none,1
512__image_0024.jpg,867x1300,867x1300,,kept,none,1
512__image_0027.jpg,867x1300,867x1300,,kept,none,1
512__image_0028.jpg,867x1300,867x1300,,kept,none,1
